Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units],[Age],[Sex],[Location],[Education level],[Activity],[Freq],[Type of product],[Type of renewable technology],[Mode of transportation],[Name of non-communicable disease],[Type of skill],[Migratory status],[Type of speed],[Quantile],[Level/Status],[Type of occupation]
3.0,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",218.0,Ecuador,2016.0,14.8,2016.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<5Y,BOTHSEX,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2016.0,2.77957,2016.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,TEX,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2016.0,0.0,2016.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,OIL,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2016.0,1.51948,2016.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,IND,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2016.0,9.43401,2016.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,CLO,,,,,,,,,
3.0,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2016.0,7.0,2016.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1M,BOTHSEX,,,,,,,,,,,,,,
2.0,2.a,2.a.1,AG_XPD_AGSGB,Agriculture share of Government Expenditure (%),218.0,Ecuador,2016.0,1.41,2016.0,,,,,Data from the United Nations Economic Commission for Latin Americ and the Caribbean (ECLAC/CEPAL) and Official data from questionnaires. UNSD national accounts estimates.,,Budgetary Central Government Expenditure,C,A,G,PERCENT,,,,,,,,,,,,,,,,
3.0,3.c,3.c.1,SH_MED_DEN,"Health worker density, by type of occupation (per 10,000 population)",218.0,Ecuador,2016.0,28.629,2016.0,,,,,"National health Workforce Accounts database, WHO.  Available at https://apps.who.int/nhwaportal. For the specific sources and metadata by country, refer to database directly.",,,C,,G,PER_10000_POP,,,,,,,,,,,,,,,,NURSMID
3.0,3.c,3.c.1,SH_MED_DEN,"Health worker density, by type of occupation (per 10,000 population)",218.0,Ecuador,2016.0,3.189,2016.0,,,,,"National health Workforce Accounts database, WHO.  Available at https://apps.who.int/nhwaportal. For the specific sources and metadata by country, refer to database directly.",,,C,,G,PER_10000_POP,,,,,,,,,,,,,,,,DENT
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2016.0,3.34,2016.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,25+,FEMALE,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2016.0,3.3,2016.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,25+,MALE,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2016.0,3.84,2016.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15+,MALE,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_PENSN,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",218.0,Ecuador,2016.0,46.3,2016.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,ALLAGE,FEMALE,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_PENSN,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",218.0,Ecuador,2016.0,58.7,2016.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,ALLAGE,MALE,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_PENSN,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",218.0,Ecuador,2016.0,52.0,2016.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,ALLAGE,BOTHSEX,,,,,,,,,,,,,,
4.0,4.5,4.5.1,SE_GPI_PTNPRE,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",218.0,Ecuador,2016.0,1.03993,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,Ratio,,,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2016.0,0.39327,2016.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,ARM,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2016.0,76.41284,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,UPPSEC,,,,,,,,,,,,
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),218.0,Ecuador,2016.0,10.77,2016.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,,,,,ISIC4_C,,,,,,,,,,,
8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age - 13th ICLS (%)",218.0,Ecuador,2016.0,26.68,2016.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,15-24,FEMALE,,,,,,,,,,,,,,
8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age - 13th ICLS (%)",218.0,Ecuador,2016.0,18.44,2016.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,15-24,BOTHSEX,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2016.0,6.84,2016.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,BOTHSEX,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2016.0,7.45,2016.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,FEMALE,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2016.0,3.32,2016.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,25+,BOTHSEX,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2016.0,6.47,2016.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,MALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2016.0,14.2,2016.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1Y,MALE,,,,,,,,,,,,,,
15.0,15.1,15.1.2,ER_PTD_FRHWTR,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%),218.0,Ecuador,2016.0,40.43868,2016.0,,40.43868,40.43868,,"BirdLife International, IUCN and UNEP-WCMC (2021). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
12.0,12.c,12.c.1,ER_FFS_CMPT_CD,Fossil-fuel subsidies (consumption and production) (billions of nominal United States dollars),218.0,Ecuador,2016.0,1.53737,2016.0,,,,,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",,,E,A,G,CU_USD_B,,,,,,,,,,,,,,,,
2.0,2.c,2.c.1,AG_FPA_CFPI,"Indicator of Food Price Anomalies (IFPA), by Consumer Food Price Index",218.0,Ecuador,2016.0,-0.19,2016.0,,,,,FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP.,,Abnormally high defined as IFPA>=1. Moderately high defined as 0.5=<IFPA< 1. Twelve month average of monthly price anomalies,G,A,G,INDEX,,,,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2016.0,96.8,2016.0,,,,,World Bank,,,M,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2016.0,37.19973,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,PRIMAR,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2016.0,69.30693,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,SECOND,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",218.0,Ecuador,2016.0,65.14303,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,LOWSEC,,,,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2016.0,8.47927,2016.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,ALP,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2016.0,26.39282,2016.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,CLO,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2016.0,12.7,2016.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1Y,BOTHSEX,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2016.0,11.2,2016.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1Y,FEMALE,,,,,,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2016.0,15.10183,2016.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,AGR,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2016.0,20.52896,2016.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,TEX,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2016.0,29.31213,2016.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,ARM,,,,,,,,,
2.0,2.2,2.2.1,SH_STA_STNTN,Children moderately or severely stunted (thousands),218.0,Ecuador,2016.0,357.6,2016.0,,379.6,336.4,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,NUM_TH,<5Y,,,,,,,,,,,,,,,
11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",218.0,Ecuador,2016.0,17.87866,2016.0,,,,,WHO,,,E,,G,mgr/m^3,,,CITY,,,,,,,,,,,,,
11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",218.0,Ecuador,2016.0,16.82597,2016.0,,,,,WHO,,,E,,G,mgr/m^3,,,RURAL,,,,,,,,,,,,,
11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",218.0,Ecuador,2016.0,17.50538,2016.0,,,,,WHO,,,E,,G,mgr/m^3,,,URBAN,,,,,,,,,,,,,
11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",218.0,Ecuador,2016.0,17.16539,2016.0,,,,,WHO,,,E,,G,mgr/m^3,,,ALLAREA,,,,,,,,,,,,,
11.0,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",218.0,Ecuador,2016.0,16.78183,2016.0,,,,,WHO,,,E,,G,mgr/m^3,,,TSUB,,,,,,,,,,,,,
12.0,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",218.0,Ecuador,2016.0,0.66086,2016.0,,,,,Instituto Nacional de EstadÃ­stica y Censos (INEC),,Hazardous Sanitary Waste produced in health establishments.,C,A,G,KG,,,,,,,,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2016.0,10.0,2016.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,OIL,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2016.0,7.25256,2016.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,IND,,,,,,,,,
8.0,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218.0,Ecuador,2016.0,1.87,2016.0,,,,,Ministry of Tourism (MINTUR) - Tourism Satellite Account,,Revised data.,C,,G,PERCENT,,,,,,,,,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2016.0,0.0,2016.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,GEOTHERMAL,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2016.0,11.41,2016.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,HYDROPOWER,,,,,,,,
15.0,15.6,15.6.1,ER_CBD_SMTA,Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country (number),218.0,Ecuador,2016.0,109.0,2016.0,,,,,ITPGRFA Secretariat ,,Cumulative value.,C,,G,NUMBER,,,,,,,,,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2016.0,0.0,2016.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,WIND,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2016.0,131.39,2016.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,SOLAR,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2016.0,0.01,2016.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,BIOENERGY,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2016.0,0.0,2016.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,MARINE,,,,,,,,
3.0,3.b,3.b.1,SH_ACS_HPV,Proportion of the target population who received the final dose of human papillomavirus (HPV) vaccine (%),218.0,Ecuador,2016.0,95.0,2016.0,,,,,"WHO/UNICEF coverage estimates 2022 revision, July 2023",,,E,,G,PERCENT,,,,,,,,,,,,,,,,
10.0,10.a,10.a.1,TM_TRF_ZERO,Proportion of tariff lines applied to imports with zero-tariff (%),218.0,Ecuador,2016.0,65.13907,2016.0,,,,,ITC/UNCTAD/WTO database,,,C,,G,PERCENT,,,,,,,IND,,,,,,,,,
10.0,10.a,10.a.1,TM_TRF_ZERO,Proportion of tariff lines applied to imports with zero-tariff (%),218.0,Ecuador,2016.0,0.0,2016.0,,,,,ITC/UNCTAD/WTO database,,,C,,G,PERCENT,,,,,,,ARM,,,,,,,,,
10.0,10.a,10.a.1,TM_TRF_ZERO,Proportion of tariff lines applied to imports with zero-tariff (%),218.0,Ecuador,2016.0,52.88503,2016.0,,,,,ITC/UNCTAD/WTO database,,,C,,G,PERCENT,,,,,,,AGR,,,,,,,,,
10.0,10.a,10.a.1,TM_TRF_ZERO,Proportion of tariff lines applied to imports with zero-tariff (%),218.0,Ecuador,2016.0,60.62632,2016.0,,,,,ITC/UNCTAD/WTO database,,,C,,G,PERCENT,,,,,,,ALP,,,,,,,,,
15.0,15.2,15.2.1,AG_LND_FRSTMGT,Proportion of forest area with a long-term management plan (%),218.0,Ecuador,2016.0,44.41,2016.0,,,,,FAO. Global Forest Resources Assessment 2020,,Official country data,C,A,G,PERCENT,,,,,,,,,,,,,,,,
15.0,15.2,15.2.1,AG_LND_FRSTBIOPHA,Above-ground biomass in forest (tonnes per hectare),218.0,Ecuador,2016.0,177.02,2016.0,,,,,FAO. Global Forest Resources Assessment 2020,,Officially reported data,C,A,G,T_PER_HA,,,,,,,,,,,,,,,,
12.0,12.4,12.4.2,EN_HAZ_GENGDP,"Hazardous waste generated, per unit of GDP (kilograms per constant 2015 United States dollars)",218.0,Ecuador,2016.0,0.00011,2016.0,,,,2015.0,Instituto Nacional de EstadÃ­stica y Censos (INEC),,Hazardous Sanitary Waste produced in health establishments.,C,A,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,
17.0,17.9,17.9.1,DC_FTA_TOTAL,Total official development assistance (gross disbursement) for technical cooperation (millions of 2022 United States dollars),218.0,Ecuador,2016.0,226.91791,2016.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",218.0,Ecuador,2016.0,57.91356,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,LOWSEC,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",218.0,Ecuador,2016.0,40.33631,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,PRIMAR,,,,,,,,,,,,
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2016.0,94.4,2016.0,,99.2,82.9,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2016.0,99.1,2016.0,,100.0,93.6,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
4.0,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2016.0,2.20898,2016.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; 2Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
2.0,2.a,2.a.2,DC_TOF_AGRL,"Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2016.0,24.96355,2016.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements;  Based on OECD, CRS databased, 2024;  Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
9.0,9.2,9.2.1,NV_IND_MANF,Manufacturing value added (constant 2015 United States dollars) as a proportion of GDP (%),218.0,Ecuador,2016.0,14.47,2016.0,,,,2015.0,"UNIDO National Accounts Database. 
                        Available at https://stat.unido.org",,,CA,A,G,PERCENT,,,,,ISIC4_C,,,,,,,,,,,
9.0,9.a,9.a.1,DC_TOF_INFRAL,"Total official flows for infrastructure, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2016.0,379.3304,2016.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
2.0,2.1,2.1.2,AG_PRD_FIESSN,Population in severe food insecurity (thousands of people),218.0,Ecuador,2016.0,448.0,2015-2017,,590.1,305.8,,Food and Agriculture Organization of the United Nations (FAO),,3-year average of the period 2015-2017.,G,A,G,NUM_TH,15+,FEMALE,,,,,,,,,,,,,,
1.0,1.2,1.2.1,SI_POV_NAHC,Proportion of population living below the national poverty line (%),218.0,Ecuador,2016.0,22.9,2016.0,,,,,"Poverty and Inequality Platform, World Bank",,"Source: INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",CA,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
9.0,9.2,9.2.1,NV_IND_MANFPC,Manufacturing value added per capita (constant 2015 United States dollars),218.0,Ecuador,2016.0,863.47,2016.0,,,,2015.0,"UNIDO National Accounts Database. 
                        Available at https://stat.unido.org",,,CA,A,G,CON_USD,,,,,ISIC4_C,,,,,,,,,,,
9.0,9.4,9.4.1,EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes),218.0,Ecuador,2016.0,2.21,2016.0,,,,,"IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,,G,TONNES_M,,,,,ISIC4_C10T32X19,,,,,,,,,,,
9.0,9.4,9.4.1,EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes),218.0,Ecuador,2016.0,35.54,2016.0,,,,,"IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,,G,TONNES_M,,,,,TOTAL,,,,,,,,,,,
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2016.0,18.5,2016.0,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,G,,G,PERCENT,,,,,,,,,,,,,,B50,,
15.0,15.4,15.4.1,ER_PTD_MTN,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%),218.0,Ecuador,2016.0,22.54742,2016.0,,22.58456,21.79295,,"BirdLife International, IUCN and UNEP-WCMC (2021). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
17.0,17.19,17.19.1,SG_STT_CAPTY,Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars),218.0,Ecuador,2016.0,0.415674,2016.0,,,,,2022 Partner Report on Support to Statistics (PRESS),,Sum of country-specific and unallocated disbursements received by all countries,G,,G,CU_USD,,,,,,,,,,,,,,,,
